Run	bases	avgLength	InsertSize	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	Platform	BioProject	BioSample	ScientificName	CenterName	Consent
ERR6473924	35284725300	300	400	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJEB28191	SAMEA9533789	Bos taurus	ETH ZURICH	public
ERR6473923	36944889600	300	400	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJEB28191	SAMEA9533788	Bos taurus	ETH ZURICH	public
ERR6473922	40071799800	300	400	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJEB28191	SAMEA9533787	Bos taurus	ETH ZURICH	public
ERR6473921	37519299000	300	400	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJEB28191	SAMEA9533786	Bos taurus	ETH ZURICH	public
ERR6473920	34336040100	300	400	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJEB28191	SAMEA9533785	Bos taurus	ETH ZURICH	public
SRR4001640	3185332340	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001641	3149711809	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001642	3084033675	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001643	2991647099	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001645	4008744396	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001646	3809449346	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001647	3876766563	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001648	3924621544	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001649	2565740379	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001650	2565897791	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001651	2568635754	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001652	2498417534	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001653	2492790405	248	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001654	2425497196	248	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001656	2372992531	248	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001657	2353427979	248	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216096	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001658	5323296454	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001659	5197344651	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001660	5134465114	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001661	3977960093	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001662	3993561894	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001663	3857234388	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001664	3854838570	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001665	3956220912	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001667	3849129219	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001668	3844620630	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001669	3768282771	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216095	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001670	2637706216	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001671	2528897882	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001672	3033331848	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001673	2894085793	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001674	3874948108	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001675	3826630826	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001676	3810129546	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001678	3721414328	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001679	4943218323	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001680	4915673313	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001681	4940833265	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001682	4792121893	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001683	1602432763	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001684	1600791205	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001685	1543231625	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001686	1498070050	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216094	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001687	5788141664	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001689	5731445694	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001690	5657785780	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001691	5478559954	302	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001692	1527294518	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001693	1496436078	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001694	1474010001	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001695	1445328531	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001696	1287022163	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001697	1277872098	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001698	1288933299	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001700	1244377084	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001701	3860699954	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001702	3749011780	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001703	3739995119	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
SRR4001704	3675737114	300	0	WGS	RANDOM	GENOMIC	PAIRED	ILLUMINA	PRJNA324822	SAMN05216093	Bos taurus	UNIVERSITY OF LOUISVILLE	public
